0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,target
-165.05859724196367,-57.33874187283124,0.5322779424177242,-30.405185793683877,-16.486548585302714,-22.648695205382214,-80.08777570433581,2.881087731080368,-35.010900051806246,28.998078266291042,-9.634279029027763,5.549116588917966,80.16535639019882,26.861280511114927,24.329548306998365,-45.41082135738536,-1.4097697590379161,-75.92436362242182,-4.151850762476408,Normal
-132.81724775376244,-52.71919438020233,36.91117097575649,82.68244757661947,-43.828395249897845,-31.213636161641933,-70.71128036945257,-3.8634634629071747,-98.52553132592249,48.25993398793428,-6.9776214123091895,2.0088703023803314,-56.13911743615988,-19.47939288509197,-33.77638127185092,13.538516199163764,5.632825258128052,-59.2851314485347,24.81751536443683,Normal
-199.64374535211437,-65.26695261438637,-6.563071059474748,-93.49936302622308,12.268257438618372,-3.9016128529252665,-66.12028906797813,-18.403049514924465,42.76286987097697,-55.401883350394336,7.117638022758573,-11.855221149888214,-17.0884532000134,-8.142532554069573,-14.606354243907152,-21.324097558875533,-12.34476941327327,6.9401820609814395,-1.5363054035029016,Normal
-46.807758853400664,-18.56875449982705,118.7006912894735,76.59019791116926,-83.72471395435288,-10.212285161568802,5.974569919862103,3.3330067167305946,116.6420361658662,65.84176397216358,-30.866047123633876,-6.095412471009145,8.91671074788477,-30.072411061871335,14.25381781524605,-5.796079179413575,33.32326592182217,14.6541817960219,82.8604279537748,Normal
-117.67179924010696,-67.73863367264472,50.30343902785928,253.17864643164688,-73.4354976136507,-29.592335177927204,76.35471971092815,-77.60120745504204,-11.678097562492926,-111.81856557134559,74.37410085088851,-42.83486429215852,19.755065968720892,26.48461797715022,-3.9813933436685414,2.1463572239907225,6.368203844837997,-4.460632108307458,-5.0057548045728995,Normal
-85.01407776760918,-22.34995369561787,110.80595673588692,77.7575875558435,-70.09142508273628,-30.520785971784974,-1.1169476960935214,13.112869864257348,99.20143397149963,59.48778293662533,-51.8295015542575,-10.330068232131035,-11.122127544487794,-21.154077113146194,20.9125659478888,-5.538196257584166,-18.25822209885098,-0.9878157919913787,-87.76245153870788,Normal
12.25009139503226,-4.677334460121403,-58.48626872920598,60.2094109687441,59.66567146097653,29.78514672778285,-6.1436676280959865,81.84848964398418,-0.38815785571765954,-28.242716028020244,-5.266286469886983,-33.20765801734502,67.45274234986168,-96.73615072687944,-73.10012717873728,-13.13918488226781,-34.79503933018201,3.9262637503945936,6.149568681570919,Contactos flojos
-218.14993454056543,-51.0801483339167,-9.844737236102354,-67.37752146703589,56.749444803170135,46.6927007779172,158.51495064593087,-24.58277848294547,-18.91346974219493,53.07639109234776,-6.341880379429633,5.306776317793647,-0.10840781592753987,-3.012847061693734,-3.347225002774444,7.108097008012803,13.902807210004292,-27.565350786700126,4.206722504815376,Normal
-314.7067497502193,548.9162767188617,-79.86648451849521,59.66441804228574,12.375852504349973,23.451159302655647,-19.829464676255594,17.534799750089118,16.10882523539701,-7.95436701150448,1.009563693618553,18.16788355887304,-8.258279678043214,18.0802438160346,1.3300446832261807,1.0986490310079065,4.586427720005567,0.6250307706360642,1.4568730132176126,Normal
-155.10160458582558,-56.78016613944921,19.86937765733042,47.93091847197434,-30.42712620308297,-23.31916358735721,-69.8646843523127,1.2679467403460742,-95.13448952257058,48.781845092408325,-4.994547221318167,-6.62494882068287,-53.10088249661442,-13.51013592996083,-25.210597907724047,33.59264588679744,0.8735414105423509,63.75470569672937,-14.199751030959229,Normal
-220.68052492262487,-51.399951911896885,-10.512652513850606,-47.50051286361354,54.42107753538466,52.69600757295981,133.8964578843955,-26.678712403328507,-23.72557993751325,34.86081039083661,3.076438312974147,0.8032448373385159,-39.886422116015765,-8.24342611135747,-12.014519591396752,-59.56931147853428,-10.452941702738444,15.269829452690034,-1.0767613515272567,Normal
-184.42416536732384,-63.68948901057495,-4.6203380873843285,-11.137834764039544,-0.761587992672694,-2.145200962623452,-23.92793595801962,4.988323379960849,-65.76575317955047,41.65950913063189,-7.880995477681122,-7.6409859925970425,88.99613915321292,42.99802423292901,48.54364137341776,-9.221464412190997,-2.8230079144403573,69.06524492674325,1.5556853919704026,Normal
140.66740664946465,98.35476021215663,27.954611440980276,-104.85565581532568,-47.39037590317683,-15.537172788926574,23.451322137957167,64.95850970237946,-58.15933939392819,-42.660798236781304,-2.0541375276441642,-108.11442599975763,-26.248617872142507,-51.13115252585834,73.27760893823665,-17.454895388981946,41.135978928451934,-9.285316402551556,-13.791472257273108,Contactos flojos
-160.00359538341445,-95.7238302052777,-28.665579955483402,-85.53463306790925,14.652211690542819,16.416026131723864,-68.05675918824267,-21.616437386519223,49.018580549500975,-55.952921158576736,14.170418359678228,2.3788208292968047,-31.418266507514335,5.423026223445724,-1.1340692092154145,-24.126525093253626,3.179736305036931,6.289501567463502,6.478723107784331,Normal
93.2420687907206,70.05922034569697,340.5468241486806,-11.810714806302865,196.33367263676053,-45.812044553728015,-7.5076163724542715,28.982329589221674,-20.880203356416498,-38.41889071686495,6.763492499208178,37.38341078117866,2.186293536232566,11.502557369912802,-2.5894716768382398,0.41687060750664506,6.70512642683855,2.6958796456366017,2.8609828211017554,Normal
-10.455072685882525,-32.23484710792404,22.7748040572821,-94.53094336135148,-174.14652837348854,-49.967407201071275,66.62251802042297,163.05665907990743,-5.724050812684384,-34.26783213714143,48.153345863831234,81.4926233632159,-0.545909382825537,26.360893427431865,-25.985437112401183,4.151336608425544,-3.576616685792391,2.2718362751827534,-1.4155631047368653,Normal
-160.48006305264545,-97.96334070274828,-28.970922703239133,-87.01486324162103,15.332298132357485,19.170777436235984,-66.49576570695693,-21.14611862867782,48.63113571247708,-56.28492041099069,13.49571158124921,1.6722676679051693,-31.269666389415242,6.593902505804798,0.6789832228678896,-17.49591088715925,3.563296822617193,8.576765028462415,5.809742748449132,Normal
-201.398139115395,-55.1515594579932,-10.13327839305328,-103.12070382452656,31.50958801454326,19.363517569870144,17.505587782205094,-12.27963984363118,32.693533132297276,-19.11918194813625,-4.2467059429863045,-16.095927894890302,30.204521596703554,-10.623043105845078,10.038417873795034,129.308904144342,1.6181606664355965,-19.704200448846343,-8.038553711918562,Normal
135.69837101558787,2.2422676493702047,-74.14614063635096,-0.5853758614108042,26.94437929273278,-70.44757126168996,5.2735096665799635,-34.659372732751294,10.412823926573246,19.206469692195345,21.70751789687659,26.282505772552813,-2.8189681259696107,-8.657894053250628,2.5912739002724603,-3.649700282296488,12.04679163371806,-5.992113002468325,-8.042022879551041,Contactos flojos
137.60725298199554,5.367968987179133,-72.21408191440854,-6.5679000156236,23.909019982292367,-74.26604907393312,5.213963819079082,-36.57329078620407,9.311753665619667,18.103765210122674,21.592728800466475,26.305552854362993,-2.070662675680447,-10.470232470013839,6.634767171924416,-1.3924276905623783,8.031244830818293,-3.2425317682476438,-4.38653225479199,Contactos flojos
184.7546997745258,19.8498184401437,13.539740080658635,-10.567945576536221,-55.26226891661531,79.5957955095122,-1.2053477377793111,-70.91824706157573,-17.86493281589983,-32.6149901352368,-69.04675693819968,48.58692695832352,4.647475018264458,4.051153191497167,-5.254756730248429,0.7970308031138408,8.963057376504374,1.5107564757266556,-14.545259896944183,Contactos flojos
179.60451195204476,38.17254162289273,28.596329899424944,-40.39184020047976,-68.18365472961435,78.23110861646272,2.588330202416377,-36.760535257447316,-31.224460598255778,-30.29313870823593,-46.53211261659788,8.479222174577352,-0.4441142126488074,5.254640250600738,7.407833386583234,3.776549775966275,13.817245652918375,2.8983419128127927,20.78455548486294,Contactos flojos
140.32276611353748,-9.12255943254575,-20.944482552047408,16.07919583285903,34.25357900866513,-11.580341513811565,15.384714290962014,37.26968081599385,22.57145744357301,14.83928377603155,-42.370137891805214,-55.17407055536994,-10.354360893001665,66.900506103195,-46.456987974093636,-7.999640162737254,-19.2976354161303,6.139429842647351,-17.581301902256083,Contactos flojos
141.35633239048988,24.146542588622783,-56.6536397182927,-24.83252606818478,3.6005199135792343,-68.99776585781385,11.394502690348126,-32.520584202692454,-2.4746531737502733,0.7199430495550436,10.532681959120193,5.204291846823764,-1.1725083957163347,-3.740351269013438,21.297876230012985,7.39944172849107,-22.81146571492793,19.723168572103763,23.33899398182131,Contactos flojos
115.53211679603669,43.21076327993566,-42.4143789945804,-32.0522910498044,0.4917310586914694,-82.70486515986211,12.715442581273859,-28.11688582599442,-4.522603260559823,-1.0416610842958824,5.316800859914673,-3.478043068253308,7.405661365211345,-13.858817428395426,12.131125958505688,6.314633264526248,-32.57017246127049,18.97973895409728,18.913544049781464,Contactos flojos
232.60894450254764,68.29021041631869,79.64339701810552,-51.08904986073577,-43.02280016875619,148.41324293893103,-44.67317666168246,-35.436789944619036,14.933488621006003,75.70900894765002,151.609564551445,-17.821766120724643,9.999995681146054,-0.562120320736572,-12.514074589564329,2.8361896184378406,-16.237239779355782,-1.1438525523571277,-12.717185499722573,Contactos flojos
106.55000860357553,-91.59095847524233,-98.7284410761155,99.28204529078609,70.05276396140215,80.26493390538079,-14.019053549569879,71.070303180722,5.877543569316896,-3.9140928454076653,-5.342036776691537,15.058881861653237,9.449545058846015,-4.996702079529746,2.0325417729521726,2.367409393756045,49.13524766015485,14.382045889046895,1.0560953095835939,Contactos flojos
125.98583088027043,-54.57171965063675,-87.62293068945776,60.55566703425533,56.339497674423036,19.122852708316806,-19.403238838373806,33.598677748970616,19.52150212343609,9.110594033513184,0.15810756553506883,7.108683271660511,-6.167558659114196,34.3792824126511,-12.90887885975352,4.231588627483713,82.65897244705377,-4.5143890579008294,-18.80872380743406,Contactos flojos
77.63265659973116,-84.35466479751999,-55.92483836503033,138.29021856435335,53.985125444994196,82.13364692006492,-4.256089257478611,62.5223569087837,-2.300095812692031,-15.47198010215009,-6.394075238600494,42.60464618630457,-41.933861349760654,-1.324664171530906,88.21718580847991,9.612189614786882,-73.20733524670108,-17.91578707305422,10.823030338432396,Contactos flojos
161.7683703471877,19.112562751726173,-15.953009983356246,-27.71823070028123,4.778114391493058,-11.965292516053259,6.650178306077683,25.910858484973875,17.774650811452158,19.177758629242753,-33.12451357172259,-80.17209479772569,-16.611220644321957,78.46311101397461,-27.08944110795068,12.523971604645872,-36.5787962702681,-15.988757196711328,29.94563673654337,Contactos flojos
138.81131415057385,52.1313607219519,33.98885549023801,-26.39648869502194,-69.45932895297254,49.79757472451327,6.952813930889435,-61.14859982525572,-28.20883360413739,-37.45416687838117,-80.42039874586139,27.76569136398768,22.23191838237009,-16.19545591535292,-29.78533268428693,-4.40785478698781,-13.975570695753763,0.4715717589184374,-9.600580191831336,Contactos flojos
113.26948465290305,35.58034973080377,-49.70582914824823,-11.862796106497166,23.796528017791996,-86.48868114068081,7.954155439310757,-33.63511176073727,5.943369650673047,15.181586733609732,13.004626078546904,10.82807599661827,7.497228357829434,-20.424724137543002,-8.207610911870653,-2.1846436949290013,-3.9616353560779123,-7.028200304170303,-12.262785931234944,Contactos flojos
134.7508480166318,6.88815695569953,-72.19636948991833,-3.3683775143280696,24.760918763550805,-73.81358469354528,6.971355736443424,-36.39507476214788,9.096147556429624,17.897581382301883,21.23929702154215,26.45799487876732,-2.149248211110965,-11.017108114602909,4.285427005873832,-2.5096280272943106,6.758287728912611,-5.136032812030111,-6.135241158705773,Contactos flojos
